Unnamed: 0,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
11,11~12,12.94,91.16,10.34,46.68,0.17,0.04,58.06,2.83,0.83,123.24,2.97,34.65,85.62,3.15,2.43,0.0,43.47,40.94,69.78,2.13,5.06,13.65,0.0,0.8,246.12,10.13,82.64,118.26,2023-07-02 11:00:00
12,12~13,10.62,88.84,10.93,48.57,0.16,0.05,54.7,3.39,0.8,121.4,3.13,34.99,83.28,3.38,2.36,0.05,43.35,40.5,52.37,2.09,4.99,10.78,0.0,0.96,242.05,9.69,81.29,117.11,2023-07-02 12:00:00
13,13~14,10.25,89.26,10.2,47.5,0.17,0.06,55.47,3.22,0.81,121.6,3.12,34.44,84.04,3.26,1.8,0.1,41.6,36.37,50.8,1.72,4.9,12.4,0.12,1.04,231.59,9.0,78.6,111.16,2023-07-02 13:00:00
14,14~15,10.75,92.35,12.14,48.81,0.17,0.05,53.36,4.32,0.82,122.15,3.19,33.31,85.65,3.7,1.63,0.06,40.16,40.32,49.29,1.66,4.84,12.29,0.0,0.99,231.49,8.78,78.27,111.5,2023-07-02 14:00:00
15,15~16,8.69,101.96,9.95,46.0,0.18,0.06,52.19,10.02,0.84,123.94,3.18,35.57,85.19,2.63,1.77,0.11,41.96,43.44,45.04,1.75,4.13,11.72,0.0,0.79,231.78,9.63,75.36,114.82,2023-07-02 15:00:00
16,16~17,8.5,97.42,9.19,43.81,0.18,0.07,46.38,10.77,0.9,121.73,3.07,34.09,84.57,2.51,1.37,0.0,40.92,33.93,75.74,1.78,3.9,9.03,0.0,1.35,226.99,8.56,74.67,111.55,2023-07-02 16:00:00
17,17~18,8.81,91.89,8.64,43.5,0.17,0.07,31.88,10.67,1.45,118.93,3.31,33.85,81.77,1.38,1.66,0.0,39.28,30.32,46.34,1.81,3.88,7.81,0.17,0.98,231.33,9.28,75.63,114.03,2023-07-02 17:00:00
18,18~19,10.38,83.69,7.63,42.63,0.16,0.09,14.8,11.78,1.92,114.27,3.68,30.9,79.69,1.4,1.48,0.17,39.98,34.81,44.75,1.69,3.8,7.4,4.26,0.74,227.12,7.93,75.54,111.95,2023-07-02 18:00:00
19,19~20,11.25,76.65,6.57,40.37,0.16,0.1,14.71,9.66,2.41,108.75,4.97,26.94,76.84,1.3,1.51,0.16,45.41,36.13,52.28,1.62,3.34,6.63,4.56,1.2,221.54,8.73,75.06,106.78,2023-07-02 19:00:00
20,20~21,12.68,73.55,7.04,38.63,0.15,0.1,14.57,8.67,2.4,104.57,4.63,28.18,71.76,1.29,1.57,0.17,52.34,43.12,59.73,1.66,3.37,6.57,4.54,0.9,223.36,8.71,76.27,107.13,2023-07-02 20:00:00
21,21~22,13.19,74.95,6.81,36.18,0.16,0.11,14.19,7.84,2.36,104.99,4.4,28.07,72.52,1.21,1.59,0.17,55.79,50.06,84.66,1.62,3.4,6.12,4.51,1.02,220.13,8.1,74.51,106.28,2023-07-02 21:00:00
22,22~23,17.44,74.69,7.12,34.5,0.15,0.1,11.36,6.94,2.36,103.04,4.42,28.56,70.06,1.12,1.6,0.16,66.1,51.07,71.32,1.54,3.35,5.81,4.52,0.76,218.77,8.93,74.6,104.71,2023-07-02 22:00:00
23,23~24,11.81,72.64,6.38,32.32,0.15,0.1,11.02,2.77,2.32,99.92,3.11,27.31,69.5,1.23,1.6,0.17,72.79,57.36,156.04,1.5,3.34,5.6,4.51,0.99,215.35,9.16,73.65,101.47,2023-07-02 23:00:00
0,0~1,12.63,70.31,6.8,32.31,0.15,0.1,11.02,2.7,2.26,90.98,2.6,25.83,62.55,1.09,1.51,0.17,74.9,62.01,87.97,1.46,3.24,5.87,4.5,0.94,210.87,8.15,73.17,99.57,2023-07-03 00:00:00
1,1~2,10.37,65.68,7.0,32.44,0.15,0.1,10.85,2.64,2.2,84.52,2.09,25.01,57.42,1.07,1.4,0.16,73.35,52.94,67.66,1.41,3.25,5.56,4.51,0.95,214.62,9.07,72.82,101.96,2023-07-03 01:00:00
2,2~3,8.63,65.69,6.84,31.81,0.16,0.12,10.92,2.69,2.24,83.55,2.07,23.94,57.54,1.07,1.38,0.17,60.29,46.31,56.89,1.31,3.21,5.44,4.5,0.73,210.9,7.88,72.41,100.75,2023-07-03 02:00:00
3,3~4,8.87,64.75,6.52,31.69,0.15,0.12,11.97,2.31,2.2,83.69,2.03,24.19,57.47,1.06,1.66,0.16,54.35,41.38,51.4,1.32,3.27,5.15,4.51,1.56,213.25,9.15,73.07,101.26,2023-07-03 03:00:00
4,4~5,9.69,65.29,7.25,31.43,0.15,0.11,12.51,2.24,2.22,82.77,2.06,23.75,56.96,1.04,1.24,0.17,50.66,38.5,45.58,1.34,3.31,4.91,4.51,0.72,209.75,8.19,72.99,98.56,2023-07-03 04:00:00
5,5~6,6.44,64.44,6.53,31.38,0.15,0.09,12.17,2.22,1.3,82.86,2.0,24.2,56.66,0.73,1.44,0.17,45.96,35.62,65.15,1.37,3.32,4.75,3.01,1.16,211.11,8.22,73.09,99.75,2023-07-03 05:00:00
6,6~7,7.5,65.04,7.01,32.44,0.16,0.09,11.46,1.83,0.96,84.84,1.88,24.93,58.03,0.86,1.38,0.11,43.48,33.38,55.15,1.41,4.0,4.62,0.0,6.28,213.62,8.97,73.69,99.62,2023-07-03 06:00:00
7,7~8,8.37,68.12,8.03,37.5,0.14,0.01,15.53,1.63,0.7,88.34,1.84,26.16,60.34,1.37,1.6,0.0,44.41,40.37,47.24,1.31,4.27,6.26,0.0,14.36,217.98,7.65,75.27,101.87,2023-07-03 07:00:00
8,8~9,9.94,78.12,10.6,52.0,0.15,0.0,42.36,2.38,0.76,98.51,3.41,29.26,65.84,1.25,1.9,0.0,42.42,34.56,47.11,1.47,5.32,8.34,0.0,3.66,246.93,12.34,83.32,116.0,2023-07-03 08:00:00
9,9~10,11.31,120.64,10.2,59.18,0.17,0.84,56.02,6.48,0.82,112.9,3.72,40.14,69.04,0.94,3.35,0.0,43.46,31.75,46.07,2.03,5.65,10.59,0.0,4.35,298.27,25.04,95.12,125.98,2023-07-03 09:00:00
10,10~11,14.13,147.06,12.21,61.32,0.18,2.32,64.0,7.6,1.02,119.58,3.8,40.0,75.78,1.26,3.31,0.0,42.79,35.19,54.42,1.97,5.95,13.38,0.0,10.87,317.69,21.75,99.4,139.49,2023-07-03 10:00:00
11,11~12,13.25,152.6,13.18,65.93,0.18,2.44,71.75,10.71,0.93,144.54,4.45,46.0,94.09,3.49,3.44,0.0,43.91,35.93,65.1,2.35,5.67,13.03,0.0,18.49,319.16,22.31,99.57,143.32,2023-07-03 11:00:00
12,12~13,10.75,154.39,16.44,64.25,0.19,2.19,61.71,10.69,0.85,156.16,4.84,47.91,103.41,3.44,4.11,0.0,46.34,37.26,45.25,2.68,5.49,12.32,0.0,15.06,319.18,24.47,101.48,145.41,2023-07-03 12:00:00
13,13~14,10.43,153.65,15.78,63.82,0.18,1.81,63.72,12.91,0.9,156.48,7.19,48.07,101.22,3.34,4.32,0.0,44.41,37.94,43.46,2.6,5.4,14.87,0.0,2.84,323.88,27.31,101.22,147.27,2023-07-03 13:00:00
14,14~15,10.19,161.2,17.13,66.37,0.19,2.03,77.12,10.94,0.93,160.21,7.13,48.05,105.03,3.68,4.14,0.0,39.6,40.81,45.19,2.34,5.8,14.94,0.0,7.28,339.17,40.06,101.47,150.01,2023-07-03 14:00:00
15,15~16,11.94,162.03,17.17,65.69,0.19,2.1,62.06,11.6,0.85,157.6,6.71,48.82,102.07,3.33,4.03,0.0,38.86,37.3,41.53,2.44,5.87,13.59,0.0,14.24,344.3,42.03,101.5,151.69,2023-07-03 15:00:00
16,16~17,11.12,160.13,15.34,64.94,0.18,1.8,53.51,10.71,0.92,158.04,6.44,50.04,101.56,3.36,3.87,0.0,39.65,37.7,70.11,2.72,5.29,12.56,0.01,17.97,331.89,28.06,105.57,151.4,2023-07-03 16:00:00
17,17~18,9.5,149.17,15.73,59.62,0.19,0.13,40.76,10.89,1.48,154.27,4.97,47.93,101.37,2.03,3.26,0.0,40.59,38.12,44.61,2.62,4.98,9.53,0.12,0.87,307.44,13.91,102.54,146.47,2023-07-03 17:00:00
18,18~19,10.63,134.69,14.05,54.63,0.18,0.09,35.26,10.34,1.83,142.2,4.13,40.13,97.94,1.67,2.02,0.17,43.11,41.56,42.92,2.47,4.87,8.54,4.13,0.96,282.55,11.69,92.44,138.55,2023-07-03 18:00:00
19,19~20,11.12,125.52,10.21,48.5,0.18,0.1,34.75,5.78,2.32,137.78,5.18,37.1,95.5,1.57,1.93,0.17,48.35,47.0,52.31,2.34,3.5,7.65,4.56,1.06,272.77,13.4,87.9,134.89,2023-07-03 19:00:00
20,20~21,14.69,107.37,9.95,46.37,0.17,0.12,30.96,4.32,2.3,125.23,4.6,31.6,89.03,1.28,1.75,0.16,53.09,54.57,60.86,2.29,3.5,7.63,4.54,0.94,265.13,11.66,86.48,130.96,2023-07-03 20:00:00
21,21~22,13.75,95.22,9.29,42.94,0.17,0.11,27.93,3.73,2.21,113.26,4.4,28.6,80.26,1.35,1.67,0.17,59.54,63.5,91.54,2.28,3.57,6.68,4.54,1.43,258.71,11.53,86.68,125.22,2023-07-03 21:00:00
22,22~23,14.31,91.64,9.19,38.0,0.15,0.11,13.62,3.19,2.22,108.78,4.1,27.19,77.49,1.47,1.92,0.16,67.59,60.74,160.89,1.78,3.49,6.6,4.52,0.99,248.8,11.38,83.29,119.0,2023-07-03 22:00:00
23,23~24,21.13,83.77,8.31,35.75,0.15,0.1,12.05,3.73,2.17,103.86,3.08,26.06,74.72,1.13,1.55,0.17,74.54,63.19,80.22,1.62,3.36,6.34,4.5,0.99,235.47,10.09,78.11,112.5,2023-07-03 23:00:00
0,0~1,14.5,78.63,8.72,34.25,0.14,0.09,11.48,3.52,2.11,101.11,3.1,26.13,71.88,1.07,1.71,0.17,81.27,58.77,81.64,1.66,3.25,6.22,4.49,0.78,227.55,11.35,75.94,105.63,2023-07-04 00:00:00
1,1~2,10.31,73.23,7.91,33.75,0.14,0.1,11.13,3.28,2.14,101.23,3.0,26.08,72.15,1.08,1.57,0.16,69.72,53.44,71.94,1.66,3.25,6.28,4.5,1.24,223.62,10.12,73.11,105.56,2023-07-04 01:00:00
2,2~3,11.0,72.21,8.34,33.62,0.14,0.1,11.24,3.01,2.18,95.63,2.78,25.28,67.57,1.04,1.72,0.17,58.98,47.3,67.92,1.65,3.23,5.63,4.5,0.79,220.57,10.25,73.26,102.69,2023-07-04 02:00:00
3,3~4,10.13,71.8,8.0,33.25,0.14,0.09,12.36,2.48,2.17,84.53,2.06,23.19,59.28,1.04,1.5,0.17,51.04,43.69,54.89,1.66,3.23,5.52,4.51,1.02,220.87,10.28,72.66,103.75,2023-07-04 03:00:00
4,4~5,11.93,69.85,8.31,33.75,0.14,0.0,13.06,2.03,2.16,84.05,2.03,23.12,58.9,1.35,1.52,0.16,45.79,40.3,84.09,1.62,3.23,5.26,4.49,0.76,216.62,9.66,72.32,100.62,2023-07-04 04:00:00
5,5~6,7.38,68.99,8.17,33.5,0.15,0.01,12.82,2.12,1.24,85.26,2.03,23.95,59.28,0.99,1.47,0.17,44.47,43.19,50.31,1.5,3.28,5.06,2.98,1.01,218.72,10.59,71.86,102.19,2023-07-04 05:00:00
6,6~7,7.62,69.72,9.13,34.88,0.14,0.0,12.37,1.72,0.98,86.14,1.85,23.97,60.32,1.18,1.63,0.17,43.86,36.93,48.59,1.5,4.17,5.09,0.0,9.11,223.67,10.16,72.73,105.62,2023-07-04 06:00:00
7,7~8,8.38,73.79,9.47,39.62,0.14,0.14,17.01,1.62,0.72,90.15,1.87,26.69,61.59,0.89,1.66,0.08,43.6,38.36,55.01,1.53,4.54,6.63,0.0,13.9,230.89,10.28,76.32,108.06,2023-07-04 07:00:00
8,8~9,10.44,92.01,10.78,52.13,0.15,0.29,39.89,2.08,0.72,103.55,2.63,31.82,69.1,0.75,2.18,0.0,45.98,37.5,75.27,1.79,5.34,8.97,0.0,3.76,261.06,26.12,78.43,118.29,2023-07-04 08:00:00
9,9~10,11.31,124.49,11.36,57.94,0.17,1.27,53.62,7.94,0.76,114.71,3.78,37.0,73.93,1.15,2.85,0.0,44.23,35.18,55.67,2.09,5.56,12.68,0.0,3.73,296.11,32.73,88.05,128.31,2023-07-04 09:00:00
10,10~11,11.87,139.14,16.37,65.37,0.18,1.92,55.23,9.68,0.74,131.35,4.16,41.06,86.13,1.06,3.52,0.0,44.19,37.34,49.49,2.16,5.93,13.28,0.24,12.31,305.3,29.94,92.93,133.69,2023-07-04 10:00:00
11,11~12,12.0,147.88,16.29,66.94,0.18,1.98,61.8,11.35,0.69,154.68,4.62,46.82,103.24,3.14,3.7,0.0,41.6,33.56,55.11,2.28,5.31,13.51,0.0,18.34,311.04,30.27,94.91,139.63,2023-07-04 11:00:00
12,12~13,13.69,149.49,15.81,72.19,0.17,1.95,64.04,14.96,0.71,162.79,4.66,49.25,108.88,3.39,3.75,0.0,41.16,36.13,52.39,3.31,5.27,11.72,0.0,15.46,317.34,28.91,99.11,143.84,2023-07-04 12:00:00
13,13~14,10.94,156.38,17.45,77.0,0.18,1.96,56.91,14.78,0.73,157.01,5.4,45.79,105.82,3.57,3.92,0.0,36.96,38.64,59.41,3.44,5.19,13.59,0.0,4.04,327.21,38.84,100.32,139.71,2023-07-04 13:00:00
14,14~15,10.0,160.52,17.38,77.93,0.18,2.23,64.44,13.59,0.73,160.62,5.75,46.79,108.08,3.66,3.82,0.0,32.64,42.75,60.27,3.06,5.41,12.34,0.01,4.9,332.39,40.88,100.03,142.26,2023-07-04 14:00:00
15,15~16,11.19,170.49,18.01,75.07,0.19,1.92,55.43,13.92,0.8,168.55,5.79,46.6,116.16,3.42,3.67,0.0,34.65,37.83,52.12,2.5,5.64,12.63,0.0,16.01,328.02,37.12,98.18,142.9,2023-07-04 15:00:00
16,16~17,11.0,173.16,17.89,66.81,0.18,1.92,52.51,17.89,0.9,158.33,6.02,48.15,104.16,3.63,3.49,0.0,33.33,40.67,54.02,3.37,5.32,11.87,0.0,17.46,312.81,24.88,96.98,142.54,2023-07-04 16:00:00
17,17~18,13.75,159.02,19.23,59.31,0.19,0.07,48.63,20.03,1.45,152.05,5.97,44.39,101.69,1.35,3.39,0.01,39.08,39.44,51.36,3.94,4.87,9.32,0.16,1.6,296.34,15.28,95.23,141.52,2023-07-04 17:00:00
18,18~19,15.5,145.06,17.86,53.38,0.18,0.06,43.82,14.33,1.79,147.3,4.47,43.02,99.81,1.58,3.23,0.17,40.96,42.8,69.15,3.31,4.8,8.65,4.49,0.86,272.86,12.1,86.4,134.72,2023-07-04 18:00:00
19,19~20,13.5,127.39,15.63,47.81,0.17,0.1,44.81,11.66,2.28,147.42,5.44,43.41,98.57,1.22,2.31,0.17,45.8,48.13,67.91,3.07,4.44,7.69,4.75,1.01,263.18,11.68,83.32,129.09,2023-07-04 19:00:00
20,20~21,11.68,115.14,10.41,44.56,0.18,0.1,35.97,10.38,2.28,136.36,4.81,42.25,89.3,1.3,2.31,0.16,48.08,55.23,67.53,2.87,4.28,7.22,4.74,0.83,260.02,11.56,83.1,127.1,2023-07-04 20:00:00
21,21~22,16.07,105.29,9.69,43.19,0.17,0.11,32.03,6.65,2.24,133.03,4.75,41.15,87.13,1.52,2.33,0.17,58.91,62.67,150.04,3.06,3.63,6.28,4.74,1.04,246.98,11.28,81.15,118.56,2023-07-04 21:00:00
22,22~23,14.93,102.32,10.07,39.69,0.17,0.11,13.71,5.04,2.26,123.73,4.76,38.0,80.97,1.53,1.93,0.17,69.06,67.5,100.01,2.79,3.54,6.22,4.72,1.02,239.64,11.75,80.25,111.41,2023-07-04 22:00:00
23,23~24,20.13,94.45,8.68,37.25,0.16,0.1,11.03,5.16,2.22,119.72,3.56,35.25,80.91,0.89,2.24,0.16,83.98,74.03,88.5,2.43,3.4,5.96,4.71,0.88,229.89,10.44,78.87,104.66,2023-07-04 23:00:00
0,0~1,15.75,85.41,8.59,36.0,0.14,0.09,11.34,4.44,2.17,100.89,2.78,33.84,64.27,0.76,2.08,0.17,87.21,75.91,87.09,2.22,3.43,5.75,4.69,1.53,228.97,11.03,78.19,103.68,2023-07-05 00:00:00
1,1~2,9.81,82.43,8.31,34.81,0.15,0.11,12.19,3.56,1.97,94.8,2.34,31.92,60.54,0.8,1.94,0.16,78.66,66.97,76.94,1.88,3.4,6.0,4.7,1.05,226.98,10.51,77.13,104.69,2023-07-05 01:00:00
2,2~3,8.69,79.84,8.99,33.69,0.14,0.11,13.05,3.14,1.94,93.36,2.47,31.85,59.04,0.75,1.86,0.17,65.85,55.84,71.78,1.62,3.37,5.81,4.7,0.81,223.73,10.56,76.61,101.1,2023-07-05 02:00:00
3,3~4,8.19,75.63,8.67,33.87,0.14,0.11,12.25,2.94,1.95,91.79,2.4,30.78,58.61,0.87,1.75,0.17,57.93,49.4,82.53,1.66,3.38,5.82,4.72,0.97,224.42,10.78,75.94,102.65,2023-07-05 03:00:00
4,4~5,6.87,75.06,8.13,33.69,0.14,0.02,13.05,2.89,1.99,91.47,2.29,30.18,59.0,0.77,1.94,0.16,54.28,46.53,76.27,1.69,3.34,5.69,4.71,1.14,219.45,9.46,75.39,100.21,2023-07-05 04:00:00
5,5~6,6.75,74.97,9.42,33.69,0.14,0.01,12.54,2.92,1.26,91.25,2.19,30.65,58.41,0.72,1.64,0.17,52.37,42.01,55.78,1.68,3.47,5.56,3.03,0.87,220.49,9.95,75.39,101.13,2023-07-05 05:00:00
6,6~7,8.0,74.71,12.54,35.06,0.14,0.01,12.13,2.41,0.96,92.97,2.09,29.88,61.0,1.1,1.78,0.17,49.1,43.39,59.61,1.57,4.06,5.69,0.0,8.27,226.72,10.8,75.82,104.16,2023-07-05 06:00:00
7,7~8,8.31,80.0,12.49,40.44,0.14,0.01,17.37,2.47,0.75,100.83,2.16,33.68,64.99,0.91,2.06,0.06,50.93,41.46,65.81,1.65,4.59,6.78,0.0,15.19,237.03,10.44,77.9,111.4,2023-07-05 07:00:00
8,8~9,10.82,92.58,14.07,52.87,0.15,0.04,43.12,2.5,0.8,115.26,2.44,40.78,72.04,0.82,2.67,0.0,48.22,45.4,84.19,2.16,5.83,9.59,0.0,3.56,265.68,24.25,84.33,118.26,2023-07-05 08:00:00
9,9~10,11.62,121.28,13.52,63.75,0.17,0.92,60.54,5.15,0.74,125.14,4.77,42.47,77.9,1.09,3.86,0.0,46.65,42.55,60.03,2.19,5.61,14.25,0.0,4.8,304.49,30.81,93.92,131.24,2023-07-05 09:00:00
10,10~11,12.5,153.57,16.76,72.31,0.18,1.93,69.36,10.14,0.73,158.36,6.07,50.47,101.82,1.11,3.96,0.0,43.68,37.51,55.6,2.34,6.11,17.23,0.0,10.39,319.02,33.01,96.74,136.38,2023-07-05 10:00:00
11,11~12,10.88,162.38,19.31,72.94,0.18,2.02,77.89,13.92,0.76,164.97,6.37,51.23,107.37,3.71,4.12,0.0,40.47,39.27,49.65,2.34,5.49,17.71,0.0,18.21,329.63,36.15,97.85,141.66,2023-07-05 11:00:00
12,12~13,9.87,166.85,18.35,71.5,0.17,1.91,72.98,13.52,0.77,177.73,9.34,52.85,115.54,4.27,5.57,0.0,42.64,40.5,46.42,2.25,5.33,14.31,0.0,17.0,331.2,37.72,99.77,141.56,2023-07-05 12:00:00
13,13~14,10.19,171.76,19.09,75.38,0.18,2.06,70.76,15.4,0.74,169.74,9.73,52.11,107.9,4.32,6.29,0.0,41.72,39.6,68.66,2.94,5.24,15.91,0.0,4.3,326.09,31.35,101.46,140.81,2023-07-05 13:00:00
14,14~15,9.62,175.79,19.07,83.87,0.19,2.13,83.31,16.82,1.42,168.87,11.12,51.74,106.01,4.51,6.24,0.0,41.82,39.68,46.67,3.19,5.52,17.22,0.0,4.68,336.14,33.96,103.29,144.94,2023-07-05 14:00:00
15,15~16,9.38,168.75,20.82,81.69,0.17,2.09,81.34,17.47,1.97,170.28,10.97,53.39,105.92,4.22,6.26,0.0,41.71,41.3,50.06,2.34,5.55,16.09,0.0,14.24,327.98,31.35,102.52,140.47,2023-07-05 15:00:00
16,16~17,10.31,161.58,21.19,77.87,0.19,1.99,65.84,15.47,1.62,172.55,12.4,53.29,106.86,4.14,7.63,0.0,43.76,45.56,49.47,2.31,5.27,13.29,0.0,14.51,318.2,32.53,100.26,132.41,2023-07-05 16:00:00
17,17~18,9.38,154.91,19.55,65.0,0.17,0.1,57.55,14.36,1.3,158.5,7.6,45.41,105.49,1.49,6.43,0.03,40.33,44.61,61.06,2.32,4.96,8.84,0.17,3.17,293.87,14.22,98.68,131.62,2023-07-05 17:00:00
18,18~19,13.0,140.4,19.13,56.88,0.18,0.05,45.74,14.1,1.73,145.76,4.4,41.13,100.23,1.28,3.45,0.17,45.97,47.47,70.52,2.59,4.77,8.09,4.44,0.77,260.92,9.53,85.18,123.0,2023-07-05 18:00:00
19,19~20,13.25,131.16,17.19,53.25,0.17,0.08,38.14,13.24,2.31,141.16,5.56,39.88,95.72,1.3,3.31,0.16,55.91,53.84,60.92,2.47,4.46,7.59,4.77,1.1,244.37,8.5,84.49,110.0,2023-07-05 19:00:00
20,20~21,13.25,112.93,17.58,49.87,0.17,0.1,32.66,15.87,2.29,139.76,4.98,40.69,94.09,1.74,2.42,0.17,60.81,56.08,124.92,2.16,4.5,7.47,4.73,0.84,246.49,9.22,84.83,111.15,2023-07-05 20:00:00
21,21~22,13.87,103.48,15.44,45.13,0.18,0.11,29.87,16.35,2.27,135.24,4.71,39.66,90.87,1.35,2.34,0.17,67.49,68.2,124.68,2.28,4.47,6.72,4.73,1.63,246.68,9.28,83.96,112.91,2023-07-05 21:00:00
22,22~23,12.94,98.84,14.66,41.56,0.16,0.1,15.56,7.84,2.3,124.05,4.6,35.7,83.75,1.69,2.4,0.16,75.29,75.35,96.05,2.25,3.84,6.69,4.7,1.03,241.68,8.5,81.74,112.31,2023-07-05 22:00:00
23,23~24,13.44,94.36,10.15,38.81,0.16,0.1,13.86,8.05,2.26,109.07,3.16,32.51,73.4,1.27,2.18,0.17,77.01,82.11,98.4,2.22,3.43,6.34,4.71,0.8,233.76,9.34,79.66,106.82,2023-07-05 23:00:00
0,0~1,15.31,90.03,9.93,37.0,0.16,0.09,13.45,6.05,2.26,107.03,3.15,32.12,71.76,0.98,2.13,0.16,90.22,69.97,100.06,2.18,3.4,6.07,4.7,0.97,224.94,8.91,78.45,99.72,2023-07-06 00:00:00
1,1~2,9.94,83.94,8.62,35.44,0.14,0.1,12.94,5.21,2.26,107.03,3.13,32.31,71.59,0.95,2.2,0.17,75.45,63.88,91.7,2.13,3.39,6.33,4.69,0.96,224.64,8.34,78.25,100.75,2023-07-06 01:00:00
2,2~3,7.62,82.15,8.64,34.56,0.14,0.1,13.46,4.58,2.27,99.48,2.75,31.48,65.25,0.93,2.02,0.17,68.8,58.14,87.59,1.75,3.47,6.01,4.7,0.75,219.67,9.04,77.1,96.37,2023-07-06 02:00:00
3,3~4,7.25,82.76,8.15,35.44,0.15,0.11,14.41,4.43,2.17,91.63,2.22,29.81,59.6,0.82,2.06,0.16,66.5,52.12,104.01,1.65,3.41,6.09,4.7,1.05,223.2,8.53,77.01,100.91,2023-07-06 03:00:00
4,4~5,8.0,80.65,8.42,35.19,0.14,0.03,14.87,4.5,2.14,90.68,2.12,29.91,58.65,0.8,1.89,0.17,56.92,50.26,71.48,1.63,3.39,5.88,4.7,0.79,216.28,8.4,76.61,95.59,2023-07-06 04:00:00
5,5~6,7.25,81.93,7.58,35.12,0.14,0.0,13.99,4.23,1.29,90.95,1.93,29.28,59.74,0.73,1.72,0.16,51.86,45.85,84.38,1.66,3.4,5.74,3.15,1.26,216.98,9.12,75.87,96.22,2023-07-06 05:00:00
6,6~7,8.44,81.27,8.07,36.0,0.14,0.01,13.14,5.14,1.02,91.25,1.94,29.2,60.11,0.81,1.85,0.17,50.84,44.4,140.86,1.65,3.77,5.88,0.0,7.93,221.93,8.25,75.6,101.16,2023-07-06 06:00:00
7,7~8,9.5,83.05,8.85,41.0,0.14,0.01,21.16,5.38,0.83,97.1,2.0,31.66,63.44,0.99,2.22,0.06,52.0,43.88,73.24,1.78,4.68,7.19,0.0,14.08,230.53,9.16,77.42,104.94,2023-07-06 07:00:00
8,8~9,9.06,98.49,11.29,53.57,0.16,0.03,46.56,4.97,0.8,109.0,2.38,37.12,69.5,0.94,2.43,0.0,54.77,42.54,64.88,2.22,5.55,10.1,0.0,3.7,261.0,23.37,81.66,115.58,2023-07-06 08:00:00
9,9~10,9.44,127.15,11.67,62.81,0.17,1.03,70.92,11.17,0.85,118.42,4.22,38.99,75.21,0.97,3.43,0.0,51.79,37.07,59.41,2.19,5.67,13.78,0.0,4.55,296.28,29.35,92.2,127.04,2023-07-06 09:00:00
10,10~11,9.5,149.13,15.69,70.0,0.17,1.84,75.43,13.63,0.81,151.79,7.85,46.78,97.16,1.14,3.72,0.0,50.2,34.94,56.0,2.06,5.64,16.5,0.0,11.32,324.44,35.16,98.03,141.22,2023-07-06 10:00:00
11,11~12,10.94,157.95,15.55,72.0,0.18,1.95,85.61,18.74,0.79,159.32,7.43,49.24,102.65,4.11,4.2,0.0,49.37,36.7,54.03,2.1,5.36,16.99,0.0,19.06,336.08,36.06,101.83,145.93,2023-07-06 11:00:00
12,12~13,9.75,158.12,18.16,78.19,0.17,1.84,98.07,19.43,0.74,159.04,6.69,49.91,102.44,4.27,5.82,0.0,54.08,41.11,48.17,2.5,5.26,14.66,0.0,16.18,336.37,34.41,104.64,145.63,2023-07-06 12:00:00
13,13~14,10.68,164.42,18.25,81.37,0.18,1.85,90.59,13.53,0.79,158.3,7.0,47.86,103.44,4.32,6.35,0.0,51.91,46.03,74.69,2.28,5.14,15.79,0.0,4.15,341.77,35.0,107.55,147.72,2023-07-06 13:00:00
14,14~15,10.32,167.79,19.5,83.88,0.18,2.01,86.3,17.61,0.78,162.37,6.0,51.12,105.25,4.76,6.27,0.0,47.59,38.73,51.86,2.25,5.33,16.75,0.0,4.71,351.68,36.18,107.82,155.44,2023-07-06 14:00:00
15,15~16,12.25,174.27,20.29,78.87,0.19,1.84,95.39,23.55,0.75,160.96,6.28,50.24,104.44,4.42,6.33,0.0,49.0,40.08,47.7,2.18,5.63,17.39,0.0,15.76,355.09,36.23,106.19,160.62,2023-07-06 15:00:00
16,16~17,11.31,170.49,19.58,73.69,0.18,1.72,84.71,21.88,1.16,166.38,9.5,49.32,107.56,4.17,5.74,0.0,47.91,38.26,45.85,3.44,5.39,14.73,0.0,13.91,346.99,29.65,103.08,162.19,2023-07-06 16:00:00
17,17~18,12.31,156.22,17.45,65.06,0.18,0.04,57.5,18.66,1.36,156.49,7.97,46.41,102.11,1.48,5.34,0.0,49.22,38.92,46.36,3.69,5.09,9.62,0.17,1.02,326.73,14.69,101.45,161.56,2023-07-06 17:00:00
18,18~19,10.31,139.19,15.93,54.88,0.18,0.13,44.57,17.08,1.66,147.13,5.03,40.93,101.17,1.1,3.28,0.16,51.3,46.21,54.09,3.28,4.86,9.47,4.34,0.86,294.58,11.03,88.29,149.35,2023-07-06 18:00:00
19,19~20,12.38,117.47,16.24,49.06,0.17,0.09,43.24,11.01,2.32,138.16,6.47,38.0,93.69,1.13,2.73,0.17,48.96,50.79,68.96,3.03,4.56,8.97,4.77,1.26,267.53,9.27,84.54,132.93,2023-07-06 19:00:00
